Date,Open,High,Low,Close,Adj Close,Volume
2012-04-18,264.500000,265.000000,264.000000,264.000000,147.523254,2240
2012-04-19,264.000000,264.000000,264.000000,264.000000,147.523254,3387
2012-04-20,263.500000,264.000000,263.500000,263.500000,147.243866,1863
2012-04-23,263.500000,264.000000,262.000000,262.000000,146.405655,2167
2012-04-24,264.000000,264.000000,263.000000,264.000000,147.523254,2921
2012-04-25,264.000000,265.000000,263.500000,265.000000,148.082031,1492
2012-04-26,264.000000,264.000000,262.000000,262.000000,146.405655,10658
2012-04-27,264.000000,264.000000,261.000000,263.000000,146.964493,5993
2012-04-30,263.000000,263.500000,263.000000,263.500000,147.243866,388
2012-05-02,263.500000,264.500000,263.500000,264.500000,147.802673,1987
2012-05-03,264.500000,264.500000,264.000000,264.500000,147.802673,934
2012-05-04,264.500000,265.000000,264.500000,265.000000,148.082031,5885
2012-05-07,263.500000,265.000000,263.500000,264.000000,147.523254,2225
2012-05-08,264.000000,264.000000,263.500000,264.000000,147.523254,9179
2012-05-09,264.000000,264.000000,263.500000,263.500000,147.243866,1372
2012-05-10,264.000000,264.000000,264.000000,264.000000,147.523254,1787
2012-05-11,264.500000,264.500000,263.000000,263.500000,147.243866,2557
2012-05-14,264.000000,264.000000,263.500000,263.500000,147.243866,7512
2012-05-15,263.500000,264.000000,263.000000,263.500000,147.243866,5831
2012-05-16,264.500000,265.000000,263.500000,263.500000,147.243866,2911
2012-05-18,264.000000,264.000000,262.500000,262.500000,146.685074,2753
2012-05-21,262.500000,264.000000,262.500000,264.000000,147.523254,2814
2012-05-22,264.000000,264.000000,264.000000,264.000000,147.523254,705
2012-05-23,264.000000,264.000000,262.500000,264.000000,147.523254,2581
2012-05-24,263.500000,263.500000,261.500000,261.500000,146.126266,3350
2012-05-25,263.000000,263.500000,263.000000,263.000000,146.964493,1918
2012-05-28,262.000000,263.000000,262.000000,262.500000,146.685074,1430
2012-05-29,262.500000,263.000000,262.000000,263.000000,146.964493,4354
2012-05-30,262.500000,263.000000,262.500000,263.000000,146.964493,3021
2012-05-31,263.000000,263.000000,262.000000,263.000000,146.964493,3887
2012-06-01,263.500000,263.500000,263.000000,263.000000,146.964493,844
2012-06-04,263.000000,264.000000,262.000000,264.000000,147.523254,3695
2012-06-05,264.000000,267.000000,264.000000,265.500000,148.361465,7049
2012-06-07,266.500000,267.500000,266.500000,267.500000,149.479065,200
2012-06-08,267.000000,267.500000,266.000000,266.000000,148.640839,1336
2012-06-11,267.500000,268.000000,267.500000,268.000000,149.758499,2325
2012-06-12,268.000000,269.000000,268.000000,269.000000,150.317261,3408
2012-06-13,269.000000,269.000000,268.000000,268.000000,149.758499,6924
2012-06-14,268.000000,268.000000,266.500000,267.000000,149.199631,2259
2012-06-15,266.500000,266.500000,265.000000,265.000000,148.082031,4639
2012-06-18,265.500000,268.000000,265.500000,268.000000,149.758499,893
2012-06-19,267.500000,267.500000,266.500000,267.000000,149.199631,315
2012-06-20,268.000000,268.000000,267.000000,268.000000,149.758499,1413
2012-06-21,268.000000,268.000000,267.000000,267.500000,149.479065,4685
2012-06-25,267.000000,268.000000,267.000000,268.000000,149.758499,7881
2012-06-26,269.000000,271.000000,269.000000,269.500000,150.596649,15082
2012-06-27,266.500000,266.500000,264.000000,265.000000,150.881317,22342
2012-06-28,270.000000,270.000000,265.000000,267.000000,152.020065,7243
2012-06-29,266.000000,266.000000,265.000000,265.000000,150.881317,2162
2012-07-02,266.000000,266.000000,265.000000,266.000000,151.450684,1400
2012-07-03,266.000000,266.000000,265.000000,265.000000,150.881317,1375
2012-07-04,266.000000,266.000000,264.500000,264.500000,150.596680,3800
2012-07-05,267.000000,267.000000,267.000000,267.000000,152.020065,1056
2012-07-06,267.000000,269.000000,265.000000,267.000000,152.020065,10670
2012-07-09,264.500000,267.000000,264.500000,266.000000,151.450684,510
2012-07-10,266.000000,267.000000,265.500000,267.000000,152.020065,3156
2012-07-11,267.000000,267.000000,265.000000,267.000000,152.020065,2000
2012-07-12,268.000000,268.000000,267.000000,267.000000,152.020065,152284
2012-07-13,268.000000,268.000000,268.000000,268.000000,152.589478,38752
2012-07-16,268.000000,268.000000,268.000000,268.000000,152.589478,849
2012-07-17,267.000000,267.000000,267.000000,267.000000,152.020065,500
2012-07-18,268.000000,268.000000,268.000000,268.000000,152.589478,1500
2012-07-19,268.000000,268.000000,268.000000,268.000000,152.589478,1480
2012-07-20,268.000000,272.000000,267.000000,267.000000,152.020065,2078
2012-07-23,272.000000,272.000000,270.000000,272.000000,154.866867,2428
2012-07-24,273.000000,273.000000,269.000000,269.500000,153.443466,1337
2012-07-25,269.500000,272.500000,269.500000,272.500000,155.151566,515
2012-07-26,271.000000,272.000000,271.000000,272.000000,154.866867,590
2012-07-27,271.000000,272.000000,270.000000,272.000000,154.866867,65
2012-07-30,272.000000,272.500000,271.500000,272.000000,154.866867,948
2012-07-31,272.000000,272.500000,270.000000,272.500000,155.151566,5447
2012-08-01,271.500000,271.500000,270.000000,270.000000,153.728134,5780
2012-08-02,271.000000,271.000000,269.500000,269.500000,153.443466,1444
2012-08-03,272.000000,272.500000,270.000000,272.000000,154.866867,1755
2012-08-06,270.000000,272.000000,270.000000,272.000000,154.866867,1096
2012-08-07,270.000000,271.000000,270.000000,271.000000,154.297546,815
2012-08-08,271.000000,271.000000,269.500000,269.500000,153.443466,2973
2012-08-09,271.500000,271.500000,271.500000,271.500000,154.582199,250
2012-08-10,271.500000,271.500000,271.500000,271.500000,154.582199,0
2012-08-13,271.000000,271.000000,270.000000,270.000000,153.728134,13900
2012-08-14,270.000000,270.000000,270.000000,270.000000,153.728134,1862
2012-08-15,270.000000,271.500000,269.500000,269.500000,153.443466,697
2012-08-16,269.000000,269.000000,267.500000,269.000000,153.158798,4528
2012-08-17,268.000000,269.500000,265.500000,269.500000,153.443466,3747
2012-08-20,270.000000,270.500000,268.000000,270.000000,153.728134,1080
2012-08-21,270.000000,270.000000,268.500000,270.000000,153.728134,2535
2012-08-22,270.000000,270.000000,268.500000,270.000000,153.728134,2744
2012-08-23,271.000000,271.000000,271.000000,271.000000,154.297546,100
2012-08-24,270.000000,271.500000,268.000000,270.000000,153.728134,16105
2012-08-27,270.000000,270.000000,268.000000,268.500000,152.874115,4094
2012-08-28,270.000000,271.000000,268.500000,269.000000,153.158798,3139
2012-08-29,271.500000,271.500000,271.000000,271.000000,154.297546,50
2012-08-30,271.000000,272.000000,270.000000,271.500000,154.582199,16903
2012-08-31,271.500000,274.000000,270.000000,272.000000,154.866867,3089
2012-09-03,271.000000,275.500000,271.000000,275.500000,156.859695,658
2012-09-04,273.000000,274.000000,273.000000,274.000000,156.005615,6175
2012-09-05,274.000000,274.000000,271.000000,274.000000,156.005615,6788
2012-09-06,273.500000,274.000000,271.500000,271.500000,154.582199,10814
2012-09-07,271.500000,272.000000,270.500000,270.500000,154.012863,8628
2012-09-10,272.000000,272.000000,271.000000,272.000000,154.866867,3263
2012-09-11,272.000000,272.000000,271.500000,271.500000,154.582199,6326
2012-09-12,272.000000,272.500000,271.500000,272.000000,154.866867,2278
2012-09-13,272.500000,273.000000,272.000000,273.000000,155.436249,870
2012-09-14,272.500000,273.000000,271.000000,272.000000,154.866867,12055
2012-09-17,272.000000,272.000000,270.000000,270.000000,153.728134,10170
2012-09-18,272.000000,272.000000,269.000000,269.500000,153.443466,22874
2012-09-19,272.000000,272.000000,270.500000,272.000000,154.866867,11237
2012-09-20,272.000000,272.000000,270.000000,272.000000,154.866867,22779
2012-09-21,271.500000,271.500000,269.500000,269.500000,153.443466,6993
2012-09-24,269.500000,272.000000,269.000000,272.000000,154.866867,5544
2012-09-25,271.500000,273.000000,271.500000,273.000000,155.436249,2927
2012-09-26,268.500000,268.500000,267.000000,267.000000,154.856262,2237
2012-09-27,269.000000,270.000000,267.000000,270.000000,156.596207,4617
2012-09-28,270.000000,271.000000,267.000000,270.500000,156.886246,2494
2012-10-01,270.000000,272.500000,269.000000,271.000000,157.176254,8790
2012-10-02,271.500000,272.500000,270.000000,272.500000,158.046188,4256
2012-10-03,270.500000,272.000000,270.000000,270.500000,156.886246,5692
2012-10-04,270.500000,272.500000,270.000000,271.000000,157.176254,2228
2012-10-05,270.000000,271.000000,270.000000,270.500000,156.886246,10322
2012-10-08,272.000000,272.000000,270.500000,270.500000,156.886246,6745
2012-10-09,271.000000,271.000000,270.500000,270.500000,156.886246,15553
2012-10-10,271.500000,271.500000,271.000000,271.500000,157.466171,1250
2012-10-11,271.000000,271.000000,270.500000,271.000000,157.176254,3460
2012-10-12,271.000000,271.500000,270.500000,271.000000,157.176254,4452
2012-10-15,271.500000,271.500000,271.000000,271.500000,157.466171,2837
2012-10-16,271.500000,273.000000,270.500000,272.000000,157.756195,4421
2012-10-17,272.000000,272.000000,271.000000,272.000000,157.756195,3695
2012-10-18,272.000000,272.000000,271.000000,271.000000,157.176254,3556
2012-10-19,270.500000,271.500000,270.000000,270.000000,156.596207,2666
2012-10-22,272.000000,272.000000,270.000000,270.000000,156.596207,3165
2012-10-23,272.000000,272.000000,269.000000,270.000000,156.596207,3760
2012-10-24,270.000000,271.000000,269.000000,271.000000,157.176254,8649
2012-10-25,271.000000,271.000000,268.500000,270.000000,156.596207,8240
2012-10-26,271.000000,271.000000,269.000000,270.000000,156.596207,2940
2012-10-29,269.000000,271.000000,268.000000,271.000000,157.176254,10060
2012-10-30,270.000000,270.500000,269.500000,270.000000,156.596207,13532
2012-10-31,270.000000,270.000000,270.000000,270.000000,156.596207,137
2012-11-01,269.500000,270.000000,269.000000,270.000000,156.596207,3051
2012-11-02,270.000000,271.000000,270.000000,271.000000,157.176254,2234
2012-11-05,271.000000,271.000000,270.000000,271.000000,157.176254,1595
2012-11-06,271.500000,272.000000,271.500000,272.000000,157.756195,2788
2012-11-07,272.500000,273.000000,272.000000,273.000000,158.336166,10598
2012-11-08,273.000000,273.500000,272.000000,273.000000,158.336166,2389
2012-11-09,274.000000,274.000000,270.000000,270.500000,156.886246,17320
2012-11-12,271.500000,271.500000,269.500000,271.000000,157.176254,1972
2012-11-13,270.000000,270.000000,268.500000,270.000000,156.596207,6461
2012-11-14,271.500000,271.500000,267.000000,268.000000,155.436279,16043
2012-11-15,268.000000,269.000000,267.000000,268.000000,155.436279,3524
2012-11-16,267.500000,267.500000,266.000000,267.500000,155.146255,5075
2012-11-19,267.000000,267.500000,264.000000,266.500000,154.566269,4566
2012-11-20,266.000000,267.000000,264.000000,265.000000,153.696243,9674
2012-11-21,263.000000,264.500000,260.000000,264.000000,153.116302,3577
2012-11-22,264.500000,264.500000,260.000000,260.000000,150.796341,13827
2012-11-23,261.500000,264.500000,261.500000,264.500000,153.406326,4807
2012-11-26,265.000000,265.000000,263.000000,264.500000,153.406326,3400
2012-11-27,262.500000,266.000000,262.500000,265.000000,153.696243,9453
2012-11-28,265.000000,265.500000,262.500000,265.000000,153.696243,681
2012-11-29,264.000000,265.000000,262.500000,265.000000,153.696243,4027
2012-11-30,265.000000,265.000000,262.500000,262.500000,152.246353,13661
2012-12-03,264.000000,264.000000,261.500000,263.000000,152.536346,4227
2012-12-04,263.000000,263.000000,262.000000,262.500000,152.246353,2538
2012-12-05,262.500000,263.000000,261.000000,261.000000,151.376343,5201
2012-12-06,262.000000,263.500000,260.000000,263.500000,152.826340,19814
2012-12-07,262.000000,265.000000,262.000000,265.000000,153.696243,7001
2012-12-10,265.000000,265.000000,261.000000,265.000000,153.696243,5792
2012-12-11,263.500000,264.000000,263.000000,264.000000,153.116302,5655
2012-12-12,263.000000,264.000000,262.500000,262.500000,152.246353,6299
2012-12-13,262.500000,264.500000,262.500000,262.500000,152.246353,5906
2012-12-14,263.500000,268.000000,263.000000,267.000000,154.856262,13555
2012-12-17,267.000000,267.000000,264.000000,264.500000,153.406326,4926
2012-12-18,266.500000,266.500000,265.000000,265.000000,153.696243,3990
2012-12-19,266.000000,266.000000,265.500000,266.000000,154.276260,1010
2012-12-20,266.000000,267.000000,266.000000,267.000000,154.856262,4264
2012-12-21,262.500000,263.500000,259.000000,263.500000,155.742859,2911
2012-12-27,262.000000,264.000000,262.000000,262.000000,154.856277,2130
2012-12-28,261.000000,264.000000,260.500000,262.000000,154.856277,3537
2013-01-02,263.500000,264.000000,260.500000,264.000000,156.038361,2568
2013-01-03,264.000000,264.000000,261.000000,263.000000,155.447342,419
2013-01-04,263.500000,263.500000,261.500000,261.500000,154.560776,1860
2013-01-07,263.000000,264.000000,261.500000,264.000000,156.038361,3724
2013-01-08,265.000000,265.000000,263.000000,264.500000,156.333923,5382
2013-01-09,264.000000,264.500000,260.500000,263.000000,155.447342,7332
2013-01-10,263.000000,264.500000,262.000000,264.500000,156.333923,4815
2013-01-11,264.500000,264.500000,262.000000,264.000000,156.038361,2100
2013-01-14,264.000000,264.000000,262.000000,264.000000,156.038361,3786
2013-01-15,263.500000,263.500000,262.000000,262.500000,155.151825,2766
2013-01-16,262.500000,264.000000,262.500000,264.000000,156.038361,3206
2013-01-17,263.000000,264.000000,262.500000,263.500000,155.742859,625
2013-01-18,263.000000,263.000000,262.000000,263.000000,155.447342,3546
2013-01-21,262.000000,264.000000,262.000000,263.000000,155.447342,478
2013-01-22,264.000000,264.000000,261.000000,263.000000,155.447342,6172
2013-01-23,262.000000,262.000000,260.000000,261.500000,154.560776,13274
2013-01-24,262.000000,262.000000,261.000000,262.000000,154.856277,2997
2013-01-25,260.500000,262.000000,258.500000,261.000000,154.265182,10335
2013-01-28,259.500000,262.000000,259.500000,261.500000,154.560776,7852
2013-01-29,261.500000,262.000000,260.500000,262.000000,154.856277,3664
2013-01-30,261.500000,263.000000,261.500000,263.000000,155.447342,2685
2013-01-31,263.000000,263.000000,261.000000,263.000000,155.447342,1871
2013-02-01,262.500000,263.500000,262.500000,263.000000,155.447342,4173
2013-02-04,263.500000,263.500000,262.000000,262.500000,155.151825,1591
2013-02-05,263.500000,264.000000,263.500000,264.000000,156.038361,1965
2013-02-06,263.000000,265.500000,263.000000,263.000000,155.447342,1208
2013-02-07,265.000000,265.000000,263.000000,265.000000,156.629410,1617
2013-02-08,265.000000,265.000000,263.500000,264.000000,156.038361,3438
2013-02-11,264.500000,264.500000,263.500000,264.000000,156.038361,4529
2013-02-12,264.000000,265.000000,264.000000,265.000000,156.629410,2435
2013-02-13,265.000000,266.000000,264.000000,266.000000,157.220474,6224
2013-02-14,266.000000,266.000000,265.000000,266.000000,157.220474,2235
2013-02-15,265.000000,266.000000,265.000000,266.000000,157.220474,3143
2013-02-18,266.000000,268.000000,266.000000,268.000000,158.402603,1341
2013-02-19,267.500000,268.500000,267.000000,268.500000,158.698151,6143
2013-02-20,268.000000,271.000000,268.000000,270.000000,159.584656,23324
2013-02-21,269.000000,271.000000,268.000000,271.000000,160.175797,2702
2013-02-22,270.500000,273.000000,270.000000,271.000000,160.175797,3700
2013-02-25,272.000000,272.000000,269.500000,271.000000,160.175797,3590
2013-02-26,271.000000,271.000000,268.000000,269.000000,158.993622,4990
2013-02-27,269.000000,271.000000,268.500000,271.000000,160.175797,4151
2013-02-28,269.000000,271.000000,267.500000,271.000000,160.175797,7134
2013-03-01,270.000000,271.000000,269.000000,269.000000,158.993622,2550
2013-03-04,271.000000,271.000000,268.000000,268.500000,158.698151,10939
2013-03-05,270.000000,270.000000,269.000000,269.000000,158.993622,1225
2013-03-06,268.500000,269.000000,267.500000,268.000000,158.402603,7572
2013-03-07,268.000000,268.000000,267.500000,267.500000,158.107056,6652
2013-03-08,267.000000,269.000000,267.000000,267.500000,158.107056,3025
2013-03-11,268.000000,268.500000,267.500000,268.000000,158.402603,3743
2013-03-12,268.000000,268.500000,267.500000,268.500000,158.698151,2686
2013-03-13,268.500000,268.500000,268.000000,268.500000,158.698151,3662
2013-03-14,268.500000,268.500000,268.000000,268.000000,158.402603,4382
2013-03-15,268.500000,268.500000,268.000000,268.000000,158.402603,5287
2013-03-18,268.000000,268.500000,268.000000,268.000000,158.402603,3052
2013-03-19,268.500000,268.500000,268.000000,268.500000,158.698151,4564
2013-03-20,268.500000,268.500000,267.500000,268.000000,158.402603,3879
2013-03-21,268.000000,269.000000,268.000000,269.000000,158.993622,5323
2013-03-22,268.000000,269.500000,267.500000,269.000000,158.993622,5097
2013-03-25,269.000000,269.500000,268.500000,269.000000,158.993622,3789
2013-03-26,265.500000,265.500000,261.500000,264.000000,158.993607,5502
2013-03-27,264.000000,264.000000,263.500000,264.000000,158.993607,8640
2013-03-28,264.500000,264.500000,263.000000,264.500000,159.294785,2002
2013-04-02,264.500000,265.500000,264.000000,265.500000,159.897034,5375
2013-04-03,265.500000,265.500000,265.000000,265.500000,159.897034,854
2013-04-04,265.500000,265.500000,265.000000,265.500000,159.897034,2530
2013-04-05,265.500000,266.500000,265.000000,265.000000,159.595886,4078
2013-04-08,267.000000,267.500000,264.500000,266.000000,160.198120,4455
2013-04-09,266.000000,267.000000,265.000000,266.000000,160.198120,4974
2013-04-10,267.000000,267.500000,266.000000,266.500000,160.499252,32445
2013-04-11,267.000000,267.500000,266.000000,267.500000,161.101517,3548
2013-04-12,265.500000,266.500000,264.000000,266.500000,160.499252,5277
2013-04-15,266.500000,267.500000,265.500000,267.500000,161.101517,4055
2013-04-16,266.000000,267.000000,265.500000,266.500000,160.499252,3350
2013-04-17,267.000000,267.000000,265.000000,267.000000,160.800400,8871
2013-04-18,266.000000,267.000000,265.500000,266.000000,160.198120,3089
2013-04-19,267.000000,267.500000,266.000000,267.500000,161.101517,4061
2013-04-22,267.500000,268.000000,266.000000,268.000000,161.402634,1415
2013-04-23,268.000000,268.000000,266.000000,268.000000,161.402634,1371
2013-04-24,268.000000,268.000000,266.500000,268.000000,161.402634,1000
2013-04-25,268.000000,268.000000,267.000000,268.000000,161.402634,7097
2013-04-26,268.500000,268.500000,267.500000,268.000000,161.402634,6760
2013-04-29,268.000000,269.000000,266.000000,268.000000,161.402634,7406
2013-04-30,267.500000,268.000000,267.000000,268.000000,161.402634,1200
2013-05-02,268.000000,268.000000,267.500000,268.000000,161.402634,18805
2013-05-03,268.500000,268.500000,268.500000,268.500000,161.703796,475
2013-05-06,268.000000,268.000000,267.000000,268.000000,161.402634,6630
2013-05-07,268.500000,268.500000,267.500000,268.000000,161.402634,3607
2013-05-08,268.000000,269.000000,267.500000,268.500000,161.703796,2011
2013-05-13,268.000000,269.500000,267.500000,268.000000,161.402634,9682
2013-05-14,269.000000,269.000000,268.000000,268.000000,161.402634,4652
2013-05-15,268.000000,268.000000,267.500000,267.500000,161.101517,6505
2013-05-16,268.000000,268.000000,267.500000,267.500000,161.101517,4779
2013-05-17,268.000000,268.500000,267.500000,268.500000,161.703796,11547
2013-05-20,268.500000,269.000000,268.000000,269.000000,162.004883,16886
2013-05-21,269.500000,269.500000,268.000000,268.000000,161.402634,4735
2013-05-22,267.500000,268.500000,267.500000,268.500000,161.703796,1950
2013-05-23,268.000000,270.000000,268.000000,269.000000,162.004883,6034
2013-05-24,269.000000,269.500000,268.500000,269.000000,162.004883,7516
2013-05-27,269.000000,269.000000,268.500000,268.500000,161.703796,1948
2013-05-28,269.500000,269.500000,268.500000,269.000000,162.004883,2618
2013-05-29,268.500000,269.500000,268.500000,269.000000,162.004883,7185
2013-05-30,269.000000,269.000000,268.000000,268.500000,161.703796,12355
2013-05-31,269.000000,269.000000,268.000000,269.000000,162.004883,5660
2013-06-03,269.000000,269.000000,268.000000,269.000000,162.004883,6332
2013-06-04,268.500000,271.500000,268.500000,270.000000,162.607117,20531
2013-06-05,270.000000,271.000000,269.000000,270.500000,162.908295,5407
2013-06-07,270.000000,272.000000,269.500000,271.000000,163.209412,2140
2013-06-10,271.000000,272.500000,271.000000,272.500000,164.112778,4029
2013-06-11,271.000000,272.500000,269.500000,272.500000,164.112778,9080
2013-06-12,272.500000,273.000000,270.000000,272.000000,163.811630,10470
2013-06-13,271.500000,272.500000,270.000000,272.500000,164.112778,8441
2013-06-14,271.000000,272.500000,270.500000,272.500000,164.112778,7749
2013-06-17,271.500000,273.000000,271.500000,273.000000,164.413834,5472
2013-06-18,273.000000,274.500000,272.500000,274.000000,165.016144,5518
2013-06-19,274.000000,278.000000,273.000000,275.000000,165.618378,6290
2013-06-20,276.000000,276.500000,274.500000,276.500000,166.521774,5248
2013-06-21,276.500000,276.500000,276.500000,276.500000,166.521774,0
2013-06-24,276.000000,277.500000,275.000000,276.500000,166.521774,4475
2013-06-25,276.000000,277.000000,275.000000,277.000000,166.822891,6217
2013-06-26,272.000000,273.000000,270.000000,272.000000,166.822891,4173
2013-06-27,273.000000,273.000000,269.500000,272.500000,167.129547,17925
2013-06-28,272.000000,272.000000,269.500000,271.500000,166.516190,16537
2013-07-01,271.000000,272.000000,271.000000,272.000000,166.822891,2650
2013-07-02,270.500000,271.500000,269.000000,271.000000,166.209595,13550
2013-07-03,271.500000,273.000000,270.000000,273.000000,167.436188,3251
2013-07-04,273.000000,273.000000,270.500000,272.500000,167.129547,2177
2013-07-05,271.000000,274.000000,271.000000,273.500000,167.742844,3656
2013-07-08,274.000000,275.500000,273.500000,275.500000,168.969528,2949
2013-07-09,273.500000,276.000000,273.500000,276.000000,169.276215,1800
2013-07-10,276.000000,276.000000,275.000000,276.000000,169.276215,790
2013-07-11,276.000000,276.500000,274.500000,274.500000,168.356232,597
2013-07-12,276.000000,278.000000,276.000000,277.000000,169.889496,1622
2013-07-15,278.000000,278.000000,277.000000,277.000000,169.889496,559
2013-07-16,279.500000,279.500000,276.500000,276.500000,169.582809,1855
2013-07-17,277.000000,277.000000,273.500000,277.000000,169.889496,16127
2013-07-18,277.000000,278.000000,274.500000,277.000000,169.889496,1655
2013-07-19,275.000000,277.500000,274.500000,277.000000,169.889496,746
2013-07-22,276.000000,277.500000,276.000000,277.000000,169.889496,622
2013-07-23,277.500000,279.500000,277.500000,279.500000,171.422760,3490
2013-07-24,278.000000,279.000000,277.000000,279.000000,171.116104,4312
2013-07-25,279.000000,281.000000,279.000000,281.000000,172.342789,1683
2013-07-26,280.000000,280.000000,280.000000,280.000000,171.729446,3262
2013-07-29,280.000000,281.000000,280.000000,281.000000,172.342789,431
2013-07-30,282.000000,282.000000,281.000000,281.000000,172.342789,1312
2013-07-31,283.000000,283.000000,281.000000,282.000000,172.956100,1459
2013-08-01,283.000000,283.000000,281.000000,283.000000,173.569443,1424
2013-08-02,282.500000,282.500000,280.500000,281.000000,172.342789,4257
2013-08-05,282.500000,283.500000,282.500000,283.000000,173.569443,1597
2013-08-06,284.000000,284.000000,282.500000,283.500000,173.876022,1837
2013-08-07,282.500000,284.000000,282.500000,284.000000,174.182755,2845
2013-08-08,283.000000,284.000000,282.000000,284.000000,174.182755,2780
2013-08-09,283.500000,284.000000,283.000000,284.000000,174.182755,2970
2013-08-12,284.000000,284.000000,282.500000,283.500000,173.876022,3734
2013-08-13,283.000000,290.000000,283.000000,289.000000,177.249329,12084
2013-08-14,289.000000,289.000000,288.000000,289.000000,177.249329,3672
2013-08-15,290.000000,290.000000,289.000000,290.000000,177.862595,1766
2013-08-16,289.500000,292.500000,289.500000,292.000000,179.089264,2188
2013-08-19,292.000000,293.500000,292.000000,293.000000,179.702545,872
2013-08-20,292.000000,294.000000,290.500000,294.000000,180.315918,4436
2013-08-21,293.000000,294.500000,291.000000,293.000000,179.702545,7320
2013-08-22,292.000000,294.000000,291.500000,293.500000,180.009232,2775
2013-08-23,292.000000,293.000000,290.000000,290.000000,177.862595,5767
2013-08-26,292.000000,292.000000,289.500000,290.000000,177.862595,4019
2013-08-27,289.000000,290.500000,287.000000,290.000000,177.862595,10177
2013-08-28,290.000000,290.000000,288.000000,289.500000,177.556030,1974
2013-08-29,289.500000,291.000000,289.500000,290.500000,178.169342,40358
2013-08-30,291.000000,292.000000,288.500000,288.500000,176.942657,4675
2013-09-02,291.500000,291.500000,289.500000,289.500000,177.556030,216
